POP_BEST,POP_AVG,QUALS_CNT,SOL_CNT
346,17.038,0,0
348,296.185,0,0
351,300.833,0,0
351,297.439,0,0
460,298.135,0,0
520,323.472,0,0
521,344.65,0,0
531,343.865,0,0
534,356.831,0,0
535,353.558,0,0
536,357.698,0,0
537,376.821,0,0
537,368.867,0,0
537,378.036,0,0
537,385.773,0,0
553,387.386,0,0
564,380.002,0,0
569,378.978,0,0
585,383.57,0,0
621,396.052,0,0
623,404.362,0,0
624,396.616,0,0
626,398.307,0,0
630,418.709,0,0
630,406.52,0,0
630,414.43,0,0
630,420.144,0,0
630,418.354,0,0
630,420.265,0,0
644,418.074,0,0
661,411.384,0,0
663,410.139,0,0
663,422.322,0,0
664,422.931,0,0
664,422.85,0,0
666,420.707,0,0
666,419.858,0,0
676,415.842,0,0
676,427.005,0,0
676,448.556,0,0
676,438.229,0,0
676,438.504,0,0
703,445.073,0,0
703,442.45,0,0
785,460.532,0,0
812,485.364,0,0
828,488.853,0,0
828,498.403,0,0
835,500.987,0,0
841,493.369,0,0
841,478.387,0,0
994,529.229,0,0
994,645.132,0,0
994,653.404,0,0
997,657.751,0,0
1000,655.828,2,0
1000,696.354,331,7
1000,680.179,303,13
1000,704.066,327,18
1000,724.626,366,28
1000,682.246,297,36
1000,682.333,310,39
1000,700.343,340,48
1000,691.847,313,48
1000,690.057,315,69
1000,673.776,318,73
1000,690.995,345,69
1000,678.408,311,59
1000,711.004,368,71
1000,705.109,352,67
1000,705.074,343,76
1000,691.795,328,61
1000,688.998,349,72
1000,683.809,319,69
1000,678.373,301,60
1000,711.16,352,80
1000,690.183,324,83
1000,691.403,317,88
1000,681.349,326,115
1000,693.521,338,137
1000,699.085,337,134
1000,677.547,315,126
1000,707.422,352,168
1000,697.188,341,158
1000,695.607,346,170
1000,702.471,334,178
1000,703.837,360,176
1000,699.536,327,171
1000,711.352,378,210
1000,701.004,321,191
1000,700.558,354,231
1000,679.225,324,211
1000,715.826,365,218
1000,693.951,337,200
1000,689.558,334,198
1000,697.487,338,196
1000,699.82,345,209
1000,689.908,321,189
1000,684.902,325,187
1000,694.657,343,191
1000,693.604,361,207
1000,682.687,343,201
1000,719.045,381,232
1000,688.819,334,186
1000,699.657,358,186
1000,688.367,342,178
1000,689.067,343,181
1000,687.137,336,169
1000,690.375,315,156
1000,683.468,336,178
1000,685.903,317,173
1000,707.317,352,199
1000,689.476,343,203
1000,688.706,329,201
1000,697.479,336,209
1000,705.661,341,211
1000,711.076,376,243
1000,701.441,329,220
1000,700.308,353,249
1000,703.524,359,267
1000,690.915,341,245
1000,705.515,362,277
1000,690.717,326,257
1000,698.394,341,263
1000,691.037,330,257
1000,691.34,332,266
1000,688.633,354,275
1000,701.502,328,242
1000,681.92,345,234
1000,700.406,353,238
1000,695.131,352,230
1000,695.722,346,218
1000,695.28,338,219
1000,703.658,358,224
1000,684.666,348,226
1000,696.995,360,246
1000,686.805,330,216
1000,678.244,308,188
