POP_BEST,POP_AVG,QUALS_CNT,SOL_CNT
1,0.112,0,0
1,0.815,0,0
2,0.823,0,0
2,0.851,0,0
2,1.036,0,0
2,1.07,0,0
2,0.969,0,0
2,1.09,0,0
2,0.976,0,0
2,0.971,0,0
2,1.145,0,0
2,1.125,0,0
2,1.078,0,0
2,1.151,0,0
2,1.123,0,0
2,1.066,0,0
2,1.132,0,0
2,1.011,0,0
2,0.809,0,0
2,1.007,0,0
2,1.116,0,0
2,1.137,0,0
3,1.109,0,0
3,1.183,0,0
3,1.148,0,0
3,1.302,0,0
3,1.23,0,0
3,0.999,0,0
3,0.933,0,0
3,1.15,0,0
3,1.211,0,0
3,1.077,0,0
3,1.13,0,0
3,1.027,0,0
3,1.205,0,0
3,0.958,0,0
3,1.148,0,0
3,1.199,0,0
3,0.992,0,0
3,1.383,0,0
3,1.318,0,0
3,0.81,0,0
3,1.231,0,0
3,1.088,0,0
3,1.058,0,0
3,0.98,0,0
3,1.264,0,0
3,1.197,0,0
3,1.246,0,0
3,1.33,0,0
3,1.334,0,0
3,1.556,0,0
3,1.353,0,0
3,1.415,0,0
3,1.444,0,0
3,1.503,0,0
3,1.389,0,0
4,1.531,0,0
4,1.48,0,0
4,1.631,0,0
4,1.626,0,0
4,1.554,0,0
4,1.558,0,0
4,1.606,0,0
4,1.547,0,0
4,1.584,0,0
4,1.615,0,0
4,1.496,0,0
4,1.645,0,0
4,1.613,0,0
4,1.475,0,0
4,1.489,0,0
4,1.535,0,0
4,1.628,0,0
4,1.627,0,0
4,1.409,0,0
4,1.509,0,0
4,1.703,0,0
4,1.509,0,0
4,1.535,0,0
4,1.479,0,0
4,1.453,0,0
4,1.433,0,0
4,1.542,0,0
4,1.618,0,0
4,1.65,0,0
4,1.485,0,0
4,1.803,0,0
4,1.685,0,0
4,1.684,0,0
4,1.699,0,0
4,1.636,0,0
4,1.475,0,0
4,1.364,0,0
4,1.535,0,0
4,1.38,0,0
4,1.423,0,0
4,1.345,0,0
4,1.494,0,0
4,1.674,0,0
4,1.626,0,0
4,1.715,0,0
4,1.675,0,0
4,1.777,0,0
4,1.705,0,0
4,1.691,0,0
4,1.704,0,0
4,1.702,0,0
4,1.655,0,0
4,1.706,0,0
4,1.761,0,0
4,1.712,0,0
4,1.842,0,0
4,1.798,0,0
4,1.753,0,0
4,1.738,0,0
4,1.606,0,0
4,1.777,0,0
4,1.516,0,0
4,1.726,0,0
4,1.582,0,0
4,1.67,0,0
4,1.524,0,0
4,1.468,0,0
4,1.653,0,0
4,1.712,0,0
4,1.577,0,0
4,1.69,0,0
4,1.701,0,0
4,1.647,0,0
4,1.615,0,0
4,1.605,0,0
4,1.526,0,0
4,1.754,0,0
4,1.638,0,0
4,1.528,0,0
4,1.586,0,0
4,1.613,0,0
4,1.627,0,0
4,1.74,0,0
4,1.618,0,0
4,1.439,0,0
4,1.559,0,0
4,1.578,0,0
4,1.408,0,0
4,1.481,0,0
4,1.439,0,0
4,1.483,0,0
4,1.445,0,0
4,1.403,0,0
4,1.369,0,0
4,1.53,0,0
4,1.528,0,0
4,1.429,0,0
4,1.514,0,0
4,1.488,0,0
4,1.583,0,0
4,1.411,0,0
4,1.568,0,0
4,1.517,0,0
4,1.516,0,0
4,1.587,0,0
4,1.524,0,0
4,1.455,0,0
4,1.491,0,0
4,1.573,0,0
4,1.636,0,0
4,1.628,0,0
4,1.558,0,0
4,1.484,0,0
4,1.52,0,0
4,1.405,0,0
4,1.508,0,0
4,1.491,0,0
4,1.701,0,0
4,1.526,0,0
4,1.472,0,0
4,1.483,0,0
4,1.405,0,0
4,1.362,0,0
4,1.39,0,0
4,1.392,0,0
4,1.32,0,0
4,1.351,0,0
4,1.244,0,0
4,1.387,0,0
4,1.453,0,0
4,1.382,0,0
4,1.377,0,0
4,1.468,0,0
4,1.455,0,0
4,1.573,0,0
4,1.506,0,0
4,1.541,0,0
4,1.327,0,0
4,1.547,0,0
4,1.506,0,0
4,1.507,0,0
4,1.46,0,0
4,1.485,0,0
4,1.29,0,0
4,1.436,0,0
4,1.38,0,0
4,1.28,0,0
4,1.45,0,0
4,1.307,0,0
4,1.33,0,0
4,1.26,0,0
4,1.285,0,0
4,1.224,0,0
4,1.332,0,0
4,1.325,0,0
5,1.396,0,0
5,1.432,0,0
5,1.525,0,0
5,1.369,0,0
5,1.624,0,0
5,1.558,0,0
5,1.598,0,0
5,1.533,0,0
5,1.501,0,0
5,1.509,0,0
5,1.561,0,0
6,1.582,0,0
7,1.615,0,0
8,1.717,0,0
8,1.81,0,0
9,1.932,0,0
9,2.138,0,0
12,2.192,0,0
12,2.088,0,0
12,2.368,0,0
12,2.426,0,0
12,2.599,0,0
12,2.647,0,0
12,2.363,0,0
12,2.034,0,0
12,2.424,0,0
12,2.257,0,0
12,2.49,0,0
12,2.17,0,0
12,2.641,0,0
12,2.489,0,0
12,2.494,0,0
12,2.451,0,0
12,2.556,0,0
12,2.755,0,0
12,2.336,0,0
12,2.532,0,0
12,2.534,0,0
12,2.453,0,0
12,2.453,0,0
12,2.463,0,0
12,2.67,0,0
12,2.448,0,0
12,2.608,0,0
12,2.525,0,0
12,2.613,0,0
12,2.371,0,0
12,2.576,0,0
14,2.556,0,0
14,2.73,0,0
16,3.373,0,0
19,3.593,0,0
19,4.334,0,0
31,4.234,0,0
32,5.94,0,0
44,7.904,0,0
57,12.159,0,0
73,15.421,0,0
76,21.519,0,0
76,23.843,0,0
76,27.839,0,0
81,27.206,0,0
81,29.847,0,0
81,31.273,0,0
81,32.215,0,0
81,34.942,0,0
81,33.071,0,0
81,34.115,0,0
81,33.896,0,0
81,35.582,0,0
81,38.214,0,0
81,37.413,0,0
81,37.162,0,0
81,37.288,0,0
81,39.141,0,0
81,39.308,0,0
81,39.551,0,0
81,39.373,0,0
81,39.441,0,0
81,38.32,0,0
81,40.457,0,0
81,39.79,0,0
81,39.49,0,0
81,41.536,0,0
81,41.16,0,0
81,43.305,0,0
81,40.04,0,0
81,40.497,0,0
81,43.556,0,0
81,42.661,0,0
81,37.596,0,0
81,40.96,0,0
81,41.449,0,0
81,42.703,0,0
81,40.166,0,0
81,46.374,0,0
81,42.638,0,0
81,41.738,0,0
81,40.883,0,0
81,40.99,0,0
81,44.008,0,0
81,40.914,0,0
81,42.309,0,0
81,42.819,0,0
81,45.194,0,0
81,43.64,0,0
81,44.862,0,0
81,41.704,0,0
81,44.817,0,0
81,44.484,0,0
81,41.736,0,0
81,42.159,0,0
81,41.583,0,0
81,41.784,0,0
81,40.722,0,0
81,42.792,0,0
81,44.104,0,0
81,43.906,0,0
81,42.013,0,0
81,42.059,0,0
81,42.749,0,0
81,41.396,0,0
81,43.186,0,0
81,42.455,0,0
81,41.937,0,0
81,45.693,0,0
81,43.255,0,0
81,44.989,0,0
81,45.465,0,0
81,40.819,0,0
81,42.575,0,0
81,43.74,0,0
81,44.992,0,0
81,42.847,0,0
81,46.345,0,0
81,42.509,0,0
81,44.11,0,0
81,43.772,0,0
81,42.353,0,0
81,44.632,0,0
81,42.984,0,0
81,45.111,0,0
81,42.576,0,0
81,44.881,0,0
81,43.509,0,0
81,44.152,0,0
81,44.239,0,0
81,44.501,0,0
81,44.456,0,0
81,44.462,0,0
81,44.457,0,0
81,44.494,0,0
81,41.574,0,0
81,44.523,0,0
81,44.705,0,0
81,45.854,0,0
81,44.187,0,0
81,43.74,0,0
81,43.283,0,0
81,44.585,0,0
81,45.242,0,0
81,45.978,0,0
81,43.995,0,0
81,44.994,0,0
81,43.065,0,0
81,42.794,0,0
81,42.671,0,0
81,43.125,0,0
81,42.838,0,0
81,44.389,0,0
81,44.378,0,0
81,41.976,0,0
81,42.532,0,0
81,42.458,0,0
81,46.757,0,0
81,44.302,0,0
81,42.097,0,0
81,42.756,0,0
81,43.184,0,0
81,42.688,0,0
81,42.633,0,0
81,42.038,0,0
81,43.282,0,0
81,43.786,0,0
81,42.99,0,0
82,44.313,0,0
82,42.319,0,0
82,36.467,0,0
82,40.289,0,0
82,39.057,0,0
82,35.912,0,0
82,37.615,0,0
82,36.97,0,0
82,37.308,0,0
82,38.153,0,0
82,40.38,0,0
82,37.588,0,0
82,37.596,0,0
82,37.695,0,0
82,35.567,0,0
82,36.112,0,0
82,36.969,0,0
82,35.694,0,0
82,39.389,0,0
82,37.421,0,0
82,38.075,0,0
82,38.105,0,0
82,40.323,0,0
82,38.613,0,0
82,39.942,0,0
82,37.755,0,0
82,39.016,0,0
82,38.866,0,0
82,39.033,0,0
82,38.243,0,0
82,39.77,0,0
82,37.111,0,0
82,38.047,0,0
82,36.368,0,0
82,40.769,0,0
82,37.159,0,0
82,37.14,0,0
82,37.551,0,0
82,39.499,0,0
82,38.623,0,0
82,39.98,0,0
82,39.642,0,0
82,39.434,0,0
82,37.802,0,0
82,37.572,0,0
82,39.403,0,0
82,40.454,0,0
82,40.013,0,0
82,40.17,0,0
82,37.569,0,0
82,38.669,0,0
82,40.065,0,0
82,40.467,0,0
82,37.915,0,0
82,41.133,0,0
83,42.199,0,0
83,44.924,0,0
83,42.875,0,0
83,43.964,0,0
83,44.633,0,0
83,46.079,0,0
83,45.756,0,0
83,45.213,0,0
83,45.599,0,0
83,45.763,0,0
83,43.555,0,0
83,43.51,0,0
83,44.515,0,0
83,47.401,0,0
83,44.823,0,0
83,45.738,0,0
83,45.063,0,0
83,44.346,0,0
83,42.82,0,0
83,46.423,0,0
83,47.689,0,0
83,45.033,0,0
83,45.479,0,0
83,44.813,0,0
83,44.075,0,0
83,45.518,0,0
83,45.813,0,0
83,45.072,0,0
83,47.109,0,0
83,46.903,0,0
83,45.445,0,0
83,44.7,0,0
83,44.005,0,0
83,46.025,0,0
83,47.428,0,0
83,45.853,0,0
83,46.362,0,0
83,46.083,0,0
83,46.107,0,0
83,45.189,0,0
83,46.09,0,0
83,45.962,0,0
83,44.514,0,0
83,47.344,0,0
83,46.438,0,0
83,47.423,0,0
83,48.15,0,0
83,47.905,0,0
83,47.169,0,0
83,46.586,0,0
83,49.175,0,0
83,46.964,0,0
83,46.531,0,0
83,49.008,0,0
83,47.322,0,0
83,45.674,0,0
83,47.129,0,0
83,46.01,0,0
83,46.627,0,0
83,45.735,0,0
83,46.693,0,0
83,46.597,0,0
83,45.871,0,0
83,47.531,0,0
83,48.256,0,0
83,46.627,0,0
83,48.985,0,0
83,45.649,0,0
83,45.795,0,0
83,45.287,0,0
83,47.482,0,0
83,49.26,0,0
83,49.276,0,0
83,47.221,0,0
83,48.512,0,0
83,47.547,0,0
83,48.813,0,0
83,46.842,0,0
83,47.382,0,0
83,46.292,0,0
83,45.564,0,0
83,44.195,0,0
83,45.535,0,0
83,46.88,0,0
83,48.569,0,0
83,47.198,0,0
83,47.185,0,0
83,48.11,0,0
83,48.686,0,0
83,47.442,0,0
83,49.754,0,0
83,44.937,0,0
83,50.002,0,0
83,48.897,0,0
83,47.401,0,0
83,47.612,0,0
83,49.153,0,0
83,47.398,0,0
83,47.881,0,0
83,48.017,0,0
83,50.029,0,0
83,48.272,0,0
83,48.068,0,0
83,46.401,0,0
83,48.549,0,0
83,48.015,0,0
83,46.654,0,0
83,48.872,0,0
83,48.436,0,0
83,49,0,0
83,46.846,0,0
83,49.585,0,0
83,47.528,0,0
83,45.53,0,0
83,48.014,0,0
83,45.814,0,0
83,46.043,0,0
83,49.02,0,0
83,47.655,0,0
83,47.055,0,0
83,50.17,0,0
83,46.293,0,0
83,49.454,0,0
83,50.303,0,0
83,47.857,0,0
83,48.355,0,0
83,48.111,0,0
83,47.98,0,0
83,46.47,0,0
83,47.759,0,0
83,49.695,0,0
83,48.414,0,0
83,50.081,0,0
83,48.765,0,0
83,49.788,0,0
83,49.6,0,0
83,47.138,0,0
83,47.392,0,0
83,48.205,0,0
83,52.708,0,0
83,50.852,0,0
83,47.524,0,0
83,49.759,0,0
83,48.553,0,0
83,48.759,0,0
83,49.804,0,0
83,51.875,0,0
83,48.815,0,0
83,49.589,0,0
83,50.402,0,0
83,49.536,0,0
83,48.559,0,0
83,51.624,0,0
83,49.133,0,0
83,48.691,0,0
83,45.966,0,0
83,46.643,0,0
83,48.754,0,0
83,49.374,0,0
83,50.454,0,0
83,50.485,0,0
83,47.938,0,0
83,48.282,0,0
83,47.054,0,0
83,49.227,0,0
83,45.189,0,0
83,49.247,0,0
83,48.912,0,0
83,48.7,0,0
83,52.808,0,0
83,49.955,0,0
83,50.816,0,0
83,50.407,0,0
83,45.68,0,0
83,50.104,0,0
83,49.773,0,0
83,51.743,0,0
83,48.93,0,0
83,46.095,0,0
83,49.55,0,0
83,50.957,0,0
83,51.235,0,0
83,48.582,0,0
83,49.6,0,0
83,49.811,0,0
83,50.175,0,0
83,51.521,0,0
83,48.24,0,0
83,51.947,0,0
83,49.642,0,0
83,48.068,0,0
83,49.661,0,0
83,50.315,0,0
83,51.17,0,0
83,51.373,0,0
83,52.244,0,0
83,49.544,0,0
83,47.889,0,0
83,50.773,0,0
83,48.572,0,0
