12,12
320,12.301
343,31.492
346,191.952
346,198.489
346,221.204
346,206.115
346,210.9
361,225.849
346,225.999
351,217.939
351,217.613
351,220.689
351,204.491
351,221.235
351,211.391
351,210.115
351,192.304
351,212.964
351,221.046
351,215.923
351,196.992
351,195.573
352,216.299
351,213.501
351,216.278
346,213.798
351,212.797
351,225.928
351,218.93
351,215.505
351,196.429
351,216.815
353,223.524
362,214.722
353,196.431
363,191.639
361,200.808
360,200.695
374,226.317
370,228.033
363,198.634
357,204.673
382,207.666
373,187.686
373,226.851
370,222.317
372,215.825
373,195.82
375,210.626
368,207.823
379,196.839
377,203.605
373,202.281
373,215.746
377,222.773
362,215.182
376,203.097
351,185.224
365,189.347
360,199.475
359,211.488
370,210.475
374,207.702
373,202.037
384,203.982
373,214.932
373,219.738
365,216.515
363,220.131
363,197.598
373,219.464
375,214.415
377,216.125
369,207.305
376,229.415
373,229.839
369,236.106
370,233.593
369,224.519
376,214.098
365,204.307
373,222.974
371,217.939
364,210.55
380,212.269
369,229.424
365,216.947
370,215.285
379,220.372
376,222.501
373,220.503
372,209.476
384,217.176
375,225.736
367,233.369
371,208.906
377,216.772
374,205.187
369,223.034
377,243.847
374,241.75
365,237.006
368,230.561
373,235.962
377,222.196
379,225.227
365,242.51
372,241.003
374,232.705
363,227.21
376,248.121
395,218.472
363,235.177
376,237.905
377,238.076
371,230.971
361,227.281
368,227.02
364,208.94
370,223.877
368,229.699
375,233.167
370,248.215
377,239.772
378,238.084
373,238.046
369,231.693
374,210.857
370,231.305
368,232.83
368,214.782
371,225.384
364,241.911
371,232.918
367,218.504
364,220.129
364,229.992
369,237.784
374,238.18
379,231.588
359,236.579
368,239.591
370,228.354
376,229.589
368,223.441
378,239.256
366,230.411
376,227.708
374,216.564
365,211.299
372,210.902
376,209.317
379,208.739
371,206.033
371,206.764
385,226.697
378,249.837
374,227.395
378,206.074
366,236.04
384,244.54
369,223.59
374,233.436
371,234.118
370,234.126
372,220.42
372,221.033
368,227.944
372,245.283
375,239.621
374,228.401
368,223.613
377,242.814
368,233.432
368,242.503
373,227.82
362,216.307
369,211.26
372,203.999
386,215.216
374,238.094
370,214.517
378,207.478
362,204.237
368,232.388
368,209.2
367,214.123
371,217.06
372,202.009
368,190.574
372,211.962
378,217.003
381,214.338
376,209.356
366,198.354
375,187.614
378,186.645
367,193.326
372,189.034
366,203.169
362,189.833
384,198.888
367,183.777
375,197.273
367,188.269
373,203.464
370,200.658
365,215.325
366,223.823
367,230.406
365,203.951
363,227.367
365,217.931
359,210.222
359,211.994
369,223.691
367,216.711
