12,12
343,12.631
343,34.979
346,197.873
346,219.742
351,229.064
346,232.75
346,226.069
346,223.354
346,233.066
346,225.601
351,222.847
346,226.723
346,229.659
346,234.97
346,224.443
346,215.218
346,231.771
346,219.916
346,233.943
346,214.222
346,215.816
346,221.278
346,228.851
346,223.544
346,225.091
346,212.899
346,231.391
347,232.955
346,218.62
351,212.102
351,213.318
346,214.534
346,226.431
346,218.903
346,219.077
348,212.154
346,226.415
351,221.383
353,210.913
346,224.218
346,225.108
351,227.196
351,225.582
346,238.736
346,245.448
346,244.592
346,238.453
346,246.941
346,243.122
346,238.723
346,236.09
346,232.991
355,230.055
351,236.588
346,233.63
346,219.349
346,226.754
346,240.529
346,232.48
346,229.452
351,231.588
350,230.384
351,230.001
346,220.85
351,221.171
351,225.054
351,222.882
356,210.835
358,238.124
349,227.334
351,233.714
361,231.057
353,221.469
359,227.966
361,225.321
357,217.395
359,227.831
359,226.279
359,208.689
367,225.201
359,220.004
356,214.786
360,218.685
364,223.643
360,224.274
369,216.063
374,213.909
368,228.667
363,228.977
358,218.626
371,214.911
371,222.89
360,209.797
371,224.8
363,218.847
362,211.734
362,217.297
365,221.634
358,197.847
358,195.661
361,203.816
358,203.97
358,211.35
358,202.216
359,204.003
359,197.112
358,206.935
361,211.42
360,212.356
361,210.373
364,215.989
359,221.721
357,199.506
413,197.952
358,194.767
367,205.843
351,212.464
351,195.451
354,200.11
353,207.018
354,208.465
351,194.513
351,197.36
351,206.069
351,210.725
351,203.604
351,181.369
351,199.652
353,196.288
352,202.471
351,199.115
354,201.669
351,205.902
353,196.044
352,201.117
358,206.102
358,183.572
353,196.752
356,189.718
362,195.602
362,195.496
362,204.08
362,211.319
363,206.054
363,209.941
363,229.889
362,223.996
365,221.167
362,209.088
360,209.696
360,211.877
360,211.689
358,207.47
360,203.528
358,216.369
360,214.408
361,219.658
361,206.84
360,201.938
355,205.417
358,202.767
358,211.604
358,210.753
358,210.939
360,218.228
360,208.151
360,212.356
361,213.367
376,182.167
384,185.949
362,194.981
372,210.274
364,200.862
363,208.629
364,211.921
359,193.039
364,198.202
364,199.521
364,191.187
369,189.885
369,205.869
364,199.305
381,211.479
364,204.703
364,199.059
364,201.942
364,207.436
364,204.92
365,204.795
374,215.142
379,220.321
364,209.941
371,219.854
364,232.064
364,227.754
364,228.595
364,231.41
364,242.564
364,236.378
364,228.877
365,237.913
365,246.556
371,229.937
371,242.899
378,248.065
371,242.647
372,251.11
372,250.105
372,252.71
372,240.372
371,243.396
373,238.091
374,231.867
371,237.948
377,223.097
373,239.488
373,240.35
376,235.253
380,244.338
385,238.755
385,225.171
385,230.272
379,232.21
385,230.612
385,227.487
381,240.352
385,249.053
379,247.6
376,255.91
374,258.152
379,257.527
379,244.69
379,231.493
379,243.864
379,246.24
399,235.753
374,233.251
379,229.95
379,225.541
379,213.19
379,220.032
379,212.502
372,211.158
372,211.606
379,215.393
372,223.842
372,223.902
372,228.506
372,226.124
372,222.449
376,213.911
376,214.961
376,208.202
379,201.996
430,197.689
430,204.334
430,192.783
368,211.65
375,210.468
370,192.974
375,202.245
375,202.418
381,177.525
377,193.186
377,197.422
378,193.945
395,183.171
395,205.195
372,203.089
370,217.013
368,216.395
377,211.424
370,216.722
378,201.375
401,205.985
375,205.464
367,194.37
374,206.315
374,193.514
392,201.246
374,208.032
406,192.706
383,189.355
383,198.913
385,196.258
383,200.46
384,209.837
385,180.971
385,206.493
386,211.751
387,217.469
387,222.325
387,241.754
387,229.611
385,218.757
385,213.02
388,233.284
387,235.816
389,240.451
386,230.131
386,231.98
388,222.504
391,226.09
388,240.888
385,220.021
389,224.425
386,244.093
386,235.494
386,226.446
386,225
389,224.803
386,239.093
389,216.948
386,229.91
386,229.644
403,233.283
386,251.196
389,249.003
392,239.007
387,239.183
387,238.884
384,228.886
386,221.645
426,229.244
387,228.941
388,229.478
398,219.135
387,226.599
387,228.379
388,230.955
388,222.333
403,235.419
380,225.014
405,222.104
405,211.932
404,220.953
387,221.627
386,217.56
385,217.177
385,223.834
389,220.322
390,210.988
386,217.611
387,213.306
387,219.992
387,219.024
387,217.218
385,222.692
386,223.968
385,216.599
385,222.934
375,212.452
376,227.678
376,225.648
376,219.601
436,212.453
385,230.641
387,231.959
417,218.564
417,227.129
417,233.702
417,227.365
418,217.116
417,224.771
411,225.532
417,242.616
406,232.542
446,234.691
392,229.09
379,234.885
379,224.234
375,228.779
439,227.369
383,232.171
378,225.974
378,227.44
374,219.083
