POP_BEST,POP_AVG,QUALS_CNT,SOL_CNT
4,0.057,0,0
4,0.841,0,0
4,0.654,0,0
8,3.025,0,0
9,3.593,0,0
1000,4.689,1,1
1000,155.162,151,151
1000,679.249,669,669
1000,657.453,648,648
1000,631.358,619,619
1000,652.721,647,647
1000,653.192,646,646
1000,651.039,645,645
1000,648.318,643,643
1000,629.977,624,624
1000,654.909,650,650
1000,663.397,657,657
1000,659.253,651,651
1000,660.842,653,653
1000,668.335,666,666
1000,658.734,648,648
1000,649.466,646,646
1000,646.374,636,636
1000,690.766,678,678
1000,672.779,652,652
1000,670.365,645,645
1000,655.249,640,640
1000,642.848,634,634
1000,640.336,632,632
1000,665.306,652,652
1000,693.11,673,673
1000,677.502,665,665
1000,673.859,666,666
1000,653.431,643,643
1000,655.912,640,640
1000,652.985,633,633
1000,687.329,664,664
1000,698.456,686,686
1000,704.208,685,684
1000,714.404,685,685
1000,717.67,699,699
1000,716.034,701,701
1000,694.435,680,680
1000,736.637,731,731
1000,712.627,704,704
1000,709.388,698,698
1000,701.351,691,691
1000,708.384,693,693
1000,695.559,691,691
1000,722.584,714,714
1000,714.236,710,710
1000,730.886,724,724
1000,731.466,726,726
1000,724.766,718,718
1000,733.944,720,720
1000,735.707,725,725
1000,743.144,737,737
1000,730.458,722,722
1000,718.71,705,705
1000,712.844,703,703
1000,727.779,711,711
1000,752.197,742,742
1000,739.938,732,732
1000,742.642,738,738
1000,744.598,734,734
1000,758.789,752,752
1000,759.125,750,750
1000,747.97,738,738
1000,754.373,745,745
1000,747.269,742,742
1000,753.998,745,745
1000,780.126,769,769
1000,771.031,759,759
1000,757.452,745,745
1000,763.429,754,754
1000,805.682,794,794
1000,778.63,771,771
1000,783.677,777,777
1000,751.471,736,736
1000,774.107,764,764
1000,794.885,788,788
1000,789.713,786,786
1000,786.093,780,780
1000,763.779,759,759
1000,784.693,780,780
1000,793.628,783,783
1000,788.104,777,777
1000,777.233,772,772
1000,766.362,759,759
1000,787.647,783,783
1000,790.408,786,786
1000,791.264,783,783
1000,801.61,788,788
1000,783.234,778,778
1000,808.208,796,796
1000,804.308,800,800
1000,800.228,797,797
1000,805.688,800,800
1000,821.277,810,810
1000,806.992,794,794
1000,812.882,807,807
1000,799.651,787,787
1000,802.178,800,800
1000,813.62,805,805
1000,767.521,762,762
1000,817.779,815,815
1000,794.239,792,792
1000,794.188,790,790
1000,809.591,802,802
1000,805.892,793,793
1000,806.623,788,788
1000,797.209,789,789
1000,804.464,796,796
1000,811.361,803,803
1000,808.312,804,804
1000,776.794,772,772
1000,792.381,782,782
1000,801.695,797,797
1000,829.142,826,826
1000,808.708,803,803
1000,798.945,790,790
1000,814.114,803,803
1000,816.02,810,810
1000,807.551,802,802
1000,795.767,793,793
1000,800.581,794,794
1000,805.088,796,796
1000,816.212,811,811
1000,805.026,797,797
1000,803.717,799,799
1000,805.17,798,798
1000,806.241,798,798
1000,802.661,799,799
1000,821.891,817,817
1000,796.632,791,791
1000,789.7,788,788
1000,827.644,820,820
1000,793.591,783,783
1000,800.105,793,793
1000,805.61,799,799
1000,830.932,819,819
1000,813.072,801,801
1000,796.061,787,787
1000,811.728,804,804
1000,793.545,786,786
1000,799.485,794,794
1000,811.714,810,810
1000,814.657,809,809
1000,809.421,804,804
1000,819.254,815,815
1000,818.182,815,815
1000,812.136,802,802
1000,800.393,787,787
1000,810.146,801,801
1000,821.784,816,816
1000,814.584,799,799
1000,801.02,787,787
1000,818.69,804,804
1000,815.124,812,812
1000,790.204,788,788
1000,809.84,804,804
1000,822.199,816,816
1000,822.613,808,808
1000,799.667,784,784
1000,811.111,795,795
1000,820.096,809,809
1000,819.112,812,812
1000,826.187,821,821
1000,834.885,832,832
1000,828.595,825,825
1000,817.643,809,809
1000,839.63,827,827
1000,824.085,809,809
1000,822.189,815,815
1000,826.196,820,820
1000,834.253,830,830
1000,816.263,808,808
1000,790.245,773,773
1000,808.16,784,784
1000,798.673,793,793
1000,844.816,838,838
1000,833.912,823,823
1000,823.624,820,820
1000,826.16,823,823
1000,832.117,822,822
1000,815.695,801,801
1000,841.799,838,838
1000,812.667,810,810
1000,812.254,811,811
1000,823.209,821,821
1000,815.135,813,813
1000,840.238,839,839
1000,825.15,823,823
1000,820.322,819,819
1000,826.633,818,818
1000,823.113,819,819
1000,806.375,804,804
1000,833.109,827,827
1000,821.664,820,820
1000,810.612,807,807
1000,829.147,827,827
1000,839.079,838,838
1000,832.246,831,831
1000,834.147,833,833
1000,826.198,826,826
1000,841.589,840,840
1000,813.747,807,807
1000,812.346,808,808
1000,849.823,846,846
1000,806.894,803,803
1000,807.133,801,801
1000,851.004,845,845
1000,814.192,812,812
1000,821.809,819,819
1000,834.044,831,831
1000,817.135,811,811
1000,844.227,841,841
1000,809.265,809,809
1000,809.124,805,805
1000,817.244,811,811
1000,823.209,820,820
1000,820.217,816,816
1000,851.456,849,849
1000,830.413,828,828
1000,836.155,832,832
1000,844.175,843,843
1000,844.806,839,839
1000,839.542,836,836
1000,855.124,852,852
1000,845.163,843,843
1000,848.183,845,845
1000,840.499,835,835
1000,842.184,841,841
1000,835.147,835,835
1000,843.197,843,843
1000,854.171,852,852
1000,844.705,842,842
1000,843.586,833,833
1000,845.745,842,842
1000,851.209,848,848
1000,842.531,839,839
1000,838.287,836,836
1000,815.188,815,815
1000,824.102,823,823
1000,846.897,841,841
1000,837.104,833,833
1000,849.227,847,847
1000,829.216,828,828
1000,830.731,828,828
1000,831.679,830,830
1000,858.326,854,854
1000,841.64,841,841
1000,835.261,835,835
1000,839.318,836,836
1000,831.174,829,829
1000,828.654,827,827
1000,842.68,837,837
1000,839.198,828,828
1000,846.606,830,830
1000,829.126,820,820
1000,826.198,824,824
1000,833.175,832,832
1000,831.52,830,830
1000,835.18,831,831
1000,835.982,833,833
1000,854.2,853,853
1000,835.203,831,831
1000,837.18,836,836
1000,841.171,839,839
1000,839.24,832,832
1000,826.172,824,824
1000,835.218,831,831
1000,834.233,832,832
1000,847.654,846,846
1000,850.171,844,844
1000,837.444,829,829
1000,830.195,830,830
1000,847.156,846,846
1000,873.142,871,871
1000,840.659,836,836
1000,817.225,813,813
1000,832.264,831,831
1000,851.288,850,850
1000,825.251,823,823
1000,857.478,855,855
1000,825.191,823,823
1000,844.173,844,844
1000,856.728,854,854
1000,854.716,851,851
1000,840.612,838,838
1000,839.568,835,835
1000,858.198,857,857
1000,848.677,847,847
1000,846.743,844,844
1000,835.152,833,833
1000,867.134,867,867
1000,849.426,848,848
1000,851.179,851,851
1000,857.277,857,857
1000,836.082,834,834
1000,845.199,844,844
1000,854.162,850,850
1000,853.755,850,850
1000,864.278,863,863
1000,839.494,838,838
1000,850.652,849,849
1000,869.159,868,868
1000,843.626,842,842
1000,861.152,860,860
1000,865.142,862,862
1000,844.143,838,838
1000,851.213,849,849
1000,858.268,858,858
1000,830.157,830,830
1000,859.729,859,859
1000,852.229,851,851
1000,842.109,839,839
1000,839.154,838,838
1000,832.209,830,830
1000,845.858,841,841
1000,836.652,835,835
1000,853.756,852,852
1000,836.28,836,836
1000,841.694,841,841
1000,841.226,840,840
1000,824.619,823,823
1000,867.145,867,867
1000,823.609,817,817
1000,842.409,838,838
1000,828.23,826,826
1000,837.929,836,836
1000,847.151,844,844
1000,852.723,852,852
1000,851.167,851,851
1000,857.686,854,854
1000,850.56,847,847
1000,844.398,840,840
1000,853.19,846,846
1000,852.305,850,850
1000,843.789,839,839
1000,850.655,848,848
1000,840.692,839,839
1000,840.652,837,837
1000,834.708,831,831
1000,844.195,842,842
1000,842.195,839,839
1000,846.127,845,845
1000,855.091,853,853
1000,850.166,848,848
1000,848.133,846,846
1000,854.226,852,852
1000,849.251,848,848
1000,830.166,830,830
1000,859.164,859,859
1000,845.162,843,843
1000,844.272,844,844
1000,850.198,850,850
1000,851.22,850,850
1000,861.203,860,860
1000,877.222,875,875
1000,854.247,854,854
1000,844.171,842,842
1000,838.654,836,836
1000,850.236,849,849
1000,863.141,862,862
1000,873.12,871,871
1000,877.134,875,875
1000,861.153,859,859
1000,862.181,860,860
1000,852.664,850,850
1000,862.531,861,861
1000,867.14,866,866
1000,861.152,857,857
1000,875.576,872,872
1000,839.204,838,838
1000,854.138,854,854
1000,853.687,852,852
1000,855.162,854,854
1000,860.384,859,859
1000,852.119,849,849
1000,836.14,834,834
1000,875.625,874,874
1000,854.129,851,851
1000,845.611,839,839
1000,847.145,846,846
1000,864.118,864,864
1000,851.107,850,850
1000,870.133,869,869
1000,841.153,841,841
1000,876.122,874,874
1000,865.151,865,865
1000,859.195,858,858
1000,867.416,866,866
1000,850.15,849,849
1000,864.141,863,863
1000,849.133,848,848
1000,851.179,851,851
1000,847.201,846,846
1000,843.153,842,842
1000,855.18,853,853
1000,849.171,848,848
1000,858.178,858,858
1000,842.171,842,842
1000,863.34,861,861
1000,845.159,843,843
1000,865.647,864,864
1000,868.172,867,867
1000,853.159,852,852
1000,874.166,874,874
1000,867.112,865,865
1000,858.187,858,858
1000,855.321,855,855
1000,840.191,840,840
1000,869.605,867,867
1000,843.206,840,840
1000,852.166,849,849
1000,862.654,862,862
1000,859.146,858,858
1000,840.71,838,838
1000,852.132,848,848
1000,860.139,854,854
1000,845.399,845,845
1000,849.155,848,848
1000,843.374,843,843
1000,842.123,838,838
1000,842.657,840,840
1000,846.699,845,845
1000,849.596,848,848
1000,862.163,861,861
1000,853.178,853,853
1000,848.173,847,847
1000,855.176,854,854
1000,855.192,855,855
1000,853.189,851,851
1000,853.229,851,851
1000,848.225,847,847
1000,849.166,846,846
1000,845.174,844,844
1000,861.177,858,858
1000,858.155,855,855
1000,857.201,852,852
1000,867.229,866,866
1000,836.909,836,836
1000,852.19,851,851
1000,860.178,859,859
