POP_BEST,POP_AVG,QUALS_CNT,SOL_CNT
352,18.191,0,0
352,245.591,0,0
352,286.367,0,0
352,290.57,0,0
372,290.986,0,0
374,288.754,0,0
374,289.942,0,0
374,289.061,0,0
374,290.641,0,0
381,288.127,0,0
374,295.358,0,0
374,294.856,0,0
374,281.514,0,0
374,290.37,0,0
374,285.537,0,0
374,281.159,0,0
374,288.359,0,0
390,285.477,0,0
390,292.696,0,0
390,290.476,0,0
390,288.955,0,0
390,295.994,0,0
405,292.155,0,0
405,295.013,0,0
405,302.873,0,0
390,300.376,0,0
397,296.607,0,0
390,298.797,0,0
409,302.887,0,0
409,297.124,0,0
478,302.366,0,0
478,307.446,0,0
478,308.619,0,0
479,306.915,0,0
479,316.936,0,0
484,324.28,0,0
484,330.925,0,0
525,330.351,0,0
530,336.948,0,0
532,349.001,0,0
538,349.572,0,0
579,364.648,0,0
579,374.335,0,0
601,384.173,0,0
603,399.192,0,0
603,396.022,0,0
603,406.209,0,0
603,403.662,0,0
612,406.987,0,0
612,406.428,0,0
608,406.882,0,0
606,397.593,0,0
606,408.828,0,0
604,415.481,0,0
606,422.023,0,0
606,434.609,0,0
668,420.42,0,0
668,424.135,0,0
668,431.85,0,0
670,443.653,0,0
737,455.491,0,0
737,461.988,0,0
737,464.328,0,0
813,488.238,0,0
813,488.552,0,0
816,511.805,0,0
816,543.701,0,0
816,527.434,0,0
816,526.606,0,0
816,539.023,0,0
824,554.05,0,0
824,555.745,0,0
824,567.875,0,0
824,582.25,0,0
824,573.293,0,0
824,569.98,0,0
824,569.872,0,0
824,574.66,0,0
824,572.398,0,0
824,558.708,0,0
824,578.125,0,0
824,586.427,0,0
824,565.096,0,0
824,575.832,0,0
824,563.306,0,0
824,557.433,0,0
824,559.822,0,0
824,570.887,0,0
824,558.145,0,0
824,583.591,0,0
824,570.253,0,0
824,590.602,0,0
902,568.195,0,0
902,567.162,0,0
903,580.286,0,0
907,588.642,0,0
912,575.225,0,0
912,571.506,0,0
915,583.67,0,0
915,579.352,0,0
915,595.804,0,0
915,575.812,0,0
916,589.724,0,0
917,587.056,0,0
917,581.333,0,0
917,570.471,0,0
915,600.489,0,0
915,583.963,0,0
915,574.352,0,0
917,615.405,0,0
917,589.505,0,0
917,585.866,0,0
917,582.729,0,0
917,596.164,0,0
917,596.722,0,0
917,589.779,0,0
917,587.339,0,0
917,618.524,0,0
917,602.931,0,0
917,602.303,0,0
917,599.307,0,0
917,615.957,0,0
917,600.599,0,0
917,602.204,0,0
939,604.021,0,0
939,605.089,0,0
939,603.815,0,0
968,606.482,0,0
968,616.763,0,0
968,625.456,0,0
968,644.459,0,0
968,651.007,0,0
968,641.739,0,0
968,650.865,0,0
968,629.026,0,0
968,644.18,0,0
968,633.906,0,0
968,631.889,0,0
968,644.549,0,0
968,635.032,0,0
968,641.08,0,0
968,665.211,0,0
968,651.902,0,0
968,646.523,0,0
968,639.554,0,0
968,648.497,0,0
968,658.044,0,0
968,665.423,0,0
986,651.207,0,0
986,647.612,0,0
986,644.874,0,0
986,653.608,0,0
986,660.261,0,0
986,643.163,0,0
986,651.384,0,0
986,650.762,0,0
986,655.663,0,0
986,649.16,0,0
986,648.106,0,0
986,653.516,0,0
986,644.453,0,0
986,650.104,0,0
986,657.996,0,0
986,671.336,0,0
986,649.455,0,0
986,650.069,0,0
986,643.733,0,0
986,664.241,0,0
986,659.373,0,0
986,647.591,0,0
986,662.081,0,0
986,663.325,0,0
986,662.797,0,0
986,675.868,0,0
986,670.654,0,0
986,655.12,0,0
986,661.424,0,0
986,682.62,0,0
986,674.758,0,0
986,665.708,0,0
986,666.698,0,0
986,677.593,0,0
986,677.59,0,0
986,683.548,0,0
986,675.339,0,0
986,690.254,0,0
986,664.074,0,0
986,663.227,0,0
986,681.563,0,0
986,692.087,0,0
986,676.75,0,0
986,669.259,0,0
986,698.333,0,0
986,688.584,0,0
986,686.629,0,0
986,664.603,0,0
986,688.776,0,0
986,671.126,0,0
986,667.971,0,0
986,691.269,0,0
986,702.11,0,0
986,683.499,0,0
986,683.295,0,0
986,689.816,0,0
986,704.189,0,0
986,671.27,0,0
986,670.426,0,0
986,676.355,0,0
986,679.392,0,0
986,672.223,0,0
986,684.029,0,0
986,693.025,0,0
986,666.964,0,0
986,664.106,0,0
986,684.213,0,0
986,688.855,0,0
986,685.019,0,0
986,676.916,0,0
986,698.007,0,0
986,665.767,0,0
986,684.561,0,0
986,697.82,0,0
986,673.676,0,0
986,693.7,0,0
986,693.302,0,0
986,661.921,0,0
986,673.721,0,0
986,681.846,0,0
986,686.215,0,0
986,687.649,0,0
986,680.816,0,0
986,672.38,0,0
986,684.424,0,0
986,676.916,0,0
986,671.291,0,0
986,678.443,0,0
986,669.758,0,0
986,690.702,0,0
986,692.683,0,0
986,687.723,0,0
986,695.162,0,0
986,695.519,0,0
986,699.125,0,0
986,677.182,0,0
986,666.282,0,0
986,691.842,0,0
986,677.16,0,0
986,676.387,0,0
986,675.531,0,0
986,677.95,0,0
986,679.629,0,0
986,678.506,0,0
986,690.014,0,0
986,672.493,0,0
986,672.385,0,0
986,679.7,0,0
986,686.532,0,0
986,714.239,0,0
986,676.878,0,0
986,673.055,0,0
986,666.698,0,0
986,694.336,0,0
986,669.97,0,0
986,680.893,0,0
986,683.177,0,0
986,711.861,0,0
986,698.783,0,0
986,676.515,0,0
986,698.741,0,0
986,693.377,0,0
986,680.351,0,0
986,683.857,0,0
986,657.079,0,0
986,670.396,0,0
986,692.097,0,0
986,685.454,0,0
986,685.236,0,0
986,690.507,0,0
986,689.242,0,0
986,680.211,0,0
986,664.309,0,0
986,676.796,0,0
986,674.12,0,0
986,665.419,0,0
986,685.055,0,0
987,671.991,0,0
987,681.004,0,0
987,682.334,0,0
987,692.199,0,0
987,686.325,0,0
986,683.466,0,0
986,690.234,0,0
986,666.919,0,0
986,670.488,0,0
986,663.378,0,0
986,695.771,0,0
986,683.553,0,0
986,678.602,0,0
986,679.562,0,0
986,673.391,0,0
986,683.745,0,0
986,675.326,0,0
986,693.73,0,0
986,694.948,0,0
986,681.398,0,0
986,689.412,0,0
986,678.786,0,0
986,675.858,0,0
986,669.698,0,0
986,679.396,0,0
986,683.46,0,0
986,680.73,0,0
986,665.843,0,0
986,693.099,0,0
986,682.455,0,0
986,672.497,0,0
986,669.737,0,0
986,677.133,0,0
986,668.533,0,0
986,678.933,0,0
986,687.094,0,0
986,675.299,0,0
986,693.913,0,0
986,691.48,0,0
986,695.835,0,0
986,689.282,0,0
986,696.149,0,0
986,677.157,0,0
986,703.153,0,0
986,674.877,0,0
986,686.982,0,0
986,712.384,0,0
986,702.612,0,0
986,684.834,0,0
986,681.247,0,0
986,683.419,0,0
986,687.722,0,0
986,688.016,0,0
986,697.44,0,0
986,690.408,0,0
986,690.079,0,0
986,690.045,0,0
986,697.281,0,0
986,683.881,0,0
986,691.856,0,0
986,685.915,0,0
986,691.507,0,0
986,699.241,0,0
986,706.496,0,0
986,682.593,0,0
986,684.007,0,0
986,697.257,0,0
986,696.76,0,0
986,685.51,0,0
986,677.16,0,0
