POP_BEST,POP_AVG,QUALS_CNT,SOL_CNT
1,0.123,0,0
1,0.863,0,0
1,0.835,0,0
1,0.829,0,0
1,0.855,0,0
1,0.849,0,0
1,0.855,0,0
1,0.864,0,0
1,0.866,0,0
1,0.881,0,0
1,0.88,0,0
1,0.879,0,0
1,0.894,0,0
1,0.883,0,0
1,0.886,0,0
1,0.867,0,0
1,0.901,0,0
1,0.889,0,0
2,0.899,0,0
2,0.882,0,0
2,0.958,0,0
2,0.931,0,0
2,0.978,0,0
2,0.968,0,0
2,1.05,0,0
2,1.127,0,0
2,1.091,0,0
2,1.081,0,0
2,1.09,0,0
2,1.086,0,0
2,1.108,0,0
2,1.18,0,0
2,1.134,0,0
2,1.238,0,0
2,1.121,0,0
2,1.315,0,0
2,1.307,0,0
2,1.292,0,0
2,1.367,0,0
2,1.326,0,0
2,1.253,0,0
2,1.296,0,0
2,1.315,0,0
2,1.275,0,0
2,1.358,0,0
2,1.311,0,0
2,1.333,0,0
2,1.299,0,0
2,1.29,0,0
2,1.285,0,0
2,1.296,0,0
2,1.4,0,0
2,1.383,0,0
2,1.351,0,0
2,1.355,0,0
2,1.263,0,0
2,1.358,0,0
2,1.335,0,0
2,1.348,0,0
2,1.409,0,0
2,1.349,0,0
2,1.304,0,0
2,1.356,0,0
2,1.325,0,0
2,1.344,0,0
2,1.366,0,0
2,1.356,0,0
2,1.269,0,0
2,1.255,0,0
2,1.416,0,0
2,1.345,0,0
3,1.301,0,0
3,1.291,0,0
3,1.502,0,0
3,1.446,0,0
3,1.513,0,0
3,1.52,0,0
3,1.479,0,0
3,1.432,0,0
3,1.658,0,0
3,1.417,0,0
3,1.552,0,0
3,1.431,0,0
3,1.66,0,0
3,1.647,0,0
3,1.601,0,0
3,1.559,0,0
3,1.536,0,0
3,1.602,0,0
3,1.517,0,0
3,1.653,0,0
3,1.666,0,0
3,1.574,0,0
3,1.563,0,0
3,1.535,0,0
3,1.659,0,0
3,1.627,0,0
3,1.656,0,0
3,1.564,0,0
3,1.618,0,0
3,1.499,0,0
3,1.556,0,0
3,1.47,0,0
3,1.615,0,0
3,1.62,0,0
3,1.613,0,0
3,1.596,0,0
3,1.649,0,0
3,1.618,0,0
3,1.608,0,0
3,1.613,0,0
3,1.71,0,0
3,1.511,0,0
3,1.666,0,0
3,1.592,0,0
3,1.608,0,0
3,1.705,0,0
3,1.702,0,0
3,1.652,0,0
3,1.814,0,0
3,1.793,0,0
3,1.733,0,0
3,1.802,0,0
3,1.865,0,0
3,1.9,0,0
3,1.802,0,0
3,1.841,0,0
3,1.904,0,0
3,1.916,0,0
3,1.89,0,0
3,1.853,0,0
3,1.809,0,0
3,1.861,0,0
3,1.765,0,0
3,1.937,0,0
3,1.925,0,0
3,1.864,0,0
3,1.917,0,0
3,1.874,0,0
3,1.862,0,0
3,1.929,0,0
3,1.958,0,0
3,1.954,0,0
4,1.946,0,0
4,1.993,0,0
4,1.967,0,0
4,1.988,0,0
4,1.945,0,0
4,1.925,0,0
5,1.913,0,0
5,1.937,0,0
5,2.052,0,0
5,1.863,0,0
5,2.024,0,0
5,1.884,0,0
5,1.915,0,0
5,2.022,0,0
5,1.999,0,0
5,1.801,0,0
5,2.103,0,0
5,1.938,0,0
5,1.963,0,0
5,2.018,0,0
5,1.987,0,0
5,1.852,0,0
5,2.036,0,0
5,2.144,0,0
5,1.959,0,0
5,1.984,0,0
5,1.92,0,0
5,1.862,0,0
5,1.98,0,0
5,2.005,0,0
5,2.016,0,0
5,2.043,0,0
5,2.069,0,0
5,2.12,0,0
5,2.113,0,0
5,2.011,0,0
5,1.97,0,0
5,2.101,0,0
5,2.073,0,0
5,2.109,0,0
5,2.181,0,0
5,2.336,0,0
5,2.256,0,0
5,2.19,0,0
5,2.23,0,0
5,2.247,0,0
5,2.298,0,0
5,2.291,0,0
5,2.289,0,0
5,2.306,0,0
5,2.287,0,0
5,2.253,0,0
5,2.314,0,0
5,2.278,0,0
5,2.345,0,0
5,2.238,0,0
5,2.287,0,0
5,2.323,0,0
5,2.257,0,0
5,2.35,0,0
5,2.333,0,0
5,2.309,0,0
5,2.392,0,0
5,2.348,0,0
5,2.305,0,0
5,2.324,0,0
5,2.277,0,0
5,2.313,0,0
5,2.234,0,0
5,2.383,0,0
5,2.301,0,0
5,2.236,0,0
5,2.416,0,0
5,2.345,0,0
5,2.374,0,0
5,2.37,0,0
5,2.385,0,0
5,2.249,0,0
5,2.372,0,0
5,2.284,0,0
5,2.349,0,0
5,2.363,0,0
5,2.292,0,0
5,2.381,0,0
5,2.28,0,0
5,2.367,0,0
5,2.486,0,0
5,2.329,0,0
5,2.283,0,0
5,2.332,0,0
5,2.367,0,0
5,2.345,0,0
5,2.288,0,0
5,2.298,0,0
5,2.337,0,0
5,2.193,0,0
