POP_BEST,POP_AVG,QUALS_CNT,SOL_CNT
5,0.05,0,0
8,0.791,0,0
8,3.119,0,0
1000,5.52,1,1
1000,72.853,67,67
1000,655.491,627,627
1000,682.794,649,649
1000,687.106,639,639
1000,680.693,622,622
1000,699.955,644,644
1000,716.876,652,652
1000,705.21,627,627
1000,685.827,611,611
1000,694.382,604,604
1000,704.811,616,616
1000,717.233,694,694
1000,738.334,700,700
1000,755.347,710,710
1000,731.126,686,686
1000,721.786,672,672
1000,697.776,667,667
1000,738.404,702,702
1000,748.885,713,713
1000,746.513,713,713
1000,714.381,688,688
1000,706.629,673,673
1000,756.801,744,744
1000,742.476,717,717
1000,733.251,715,715
1000,739.716,729,729
1000,737.147,718,718
1000,720.578,702,702
1000,738.785,713,713
1000,762.154,743,743
1000,739.24,721,721
1000,726.773,712,712
1000,745.645,723,723
1000,749.04,720,720
1000,727.224,700,700
1000,774.111,743,743
1000,762.054,722,722
1000,771.548,729,729
1000,762.681,719,719
1000,782.066,739,739
1000,755.524,718,718
1000,768.171,736,736
1000,788.11,765,765
1000,741.962,732,732
1000,770.781,758,758
1000,776.315,764,764
1000,790.844,777,777
1000,772.34,763,763
1000,777.33,759,759
1000,785.27,764,764
1000,767.004,741,741
1000,771.144,750,750
1000,776.076,754,754
1000,803.126,774,774
1000,774.643,750,750
1000,760.099,740,740
1000,770.587,744,744
1000,775.184,749,749
1000,774.322,747,747
1000,779.242,764,764
1000,766.377,751,751
1000,773.669,765,765
1000,765.097,748,748
1000,810.155,791,791
1000,802.858,773,773
1000,800.177,766,766
1000,792.031,752,752
1000,783.472,746,746
1000,798.088,765,765
1000,776.254,752,752
1000,788.219,762,762
1000,790.162,771,771
1000,808.305,785,785
1000,798.673,780,780
1000,802.646,791,791
1000,793.734,776,776
1000,809.067,793,793
1000,802.568,785,785
1000,776.403,763,763
1000,810.191,798,798
1000,803.026,785,785
1000,792.537,767,767
1000,810.615,781,781
1000,805.608,793,793
1000,800.085,795,795
1000,799.158,789,789
1000,823.72,815,815
1000,805.895,794,794
1000,807.147,799,799
1000,815.534,805,805
1000,783.587,777,777
1000,804.182,790,790
1000,795.886,775,775
1000,819.84,802,802
1000,809.216,790,790
1000,787.141,768,768
1000,817.748,814,814
1000,810.833,801,801
1000,812.687,801,801
1000,799.217,789,789
1000,811.066,802,802
1000,819.491,806,806
1000,803.954,792,792
1000,805.256,797,797
1000,826.082,822,822
1000,809.27,800,800
1000,784.677,778,778
1000,818.749,806,806
1000,809.572,793,793
1000,819.592,805,805
1000,825.366,819,819
1000,815.127,806,806
1000,836.649,830,830
1000,810.109,800,800
1000,806.944,791,791
1000,839.053,826,826
1000,818.38,803,803
1000,808.483,785,785
1000,825.131,817,817
