POP_BEST,POP_AVG,QUALS_CNT,SOL_CNT
3,0.042,0,0
4,2.634,0,0
4,2.811,0,0
6,2.856,0,0
6,3.325,0,0
7,3.395,0,0
8,3.595,0,0
8,4.057,0,0
9,4.166,0,0
9,4.175,0,0
10,4.224,0,0
1000,5.064,1,1
1000,680.083,679,679
1000,638.583,632,632
1000,644.459,640,640
1000,651.952,649,649
1000,650.678,643,643
1000,661.936,655,655
1000,640.982,636,636
1000,648.548,646,646
1000,672.469,668,668
1000,615.676,610,610
1000,643.994,638,638
1000,685.552,679,679
1000,664.954,658,658
1000,662.088,655,655
1000,654.223,651,651
1000,668.138,666,666
1000,652.467,646,646
1000,696.01,691,691
1000,674.375,667,667
1000,670.987,665,665
1000,701.682,695,695
1000,642.749,638,638
1000,664.052,659,659
1000,693.994,685,685
1000,699.344,692,692
1000,660.65,655,655
1000,671.304,663,663
1000,657.399,651,651
1000,675.169,669,669
1000,680.533,675,675
1000,674.688,673,673
1000,689.818,682,682
1000,677.579,675,675
1000,648.192,642,642
1000,674.051,666,666
1000,689.088,684,684
1000,687.62,681,681
1000,717.594,711,711
1000,666.219,663,663
1000,692.744,689,689
1000,683.673,681,681
1000,720.513,718,718
1000,708.129,706,706
1000,673.625,668,668
1000,716.138,713,713
1000,682.121,679,679
1000,687.588,684,684
1000,721.555,714,714
1000,672.097,666,666
1000,698.08,692,692
1000,684.068,679,679
1000,698.098,696,696
1000,705.576,703,703
1000,702.72,701,701
1000,677.666,673,673
1000,693.613,692,692
1000,707.538,705,705
1000,720.146,718,718
1000,682.154,679,679
1000,709.047,702,702
1000,707.553,706,706
1000,680.24,675,675
1000,703.239,697,697
1000,697.03,693,693
1000,698.952,695,695
1000,721.555,721,721
1000,712.027,704,704
1000,703.511,698,698
1000,686.6,683,683
1000,718.033,714,714
1000,692.057,687,687
1000,707.046,705,705
1000,701.569,698,698
1000,709.859,707,707
1000,720.033,717,717
1000,706.446,704,704
1000,703.32,701,701
1000,704.709,702,702
1000,699.513,694,694
1000,696.074,692,692
1000,706.989,702,702
1000,718.724,716,716
1000,724.561,720,720
1000,678.299,675,675
1000,731.996,731,731
1000,723.401,719,719
1000,715.806,711,711
1000,695.955,694,694
1000,684.136,681,681
1000,705.121,701,701
1000,703.068,702,702
1000,717.102,715,715
1000,725.706,725,725
1000,699.122,694,694
1000,702.085,699,699
1000,700.125,697,697
1000,693.741,690,690
1000,727.883,724,724
1000,700.098,696,696
1000,703.06,701,701
1000,706.525,703,703
1000,691.649,687,687
1000,708.616,702,702
1000,690.64,684,684
1000,712.618,709,709
1000,695.148,689,689
1000,694.56,691,691
1000,725.515,718,718
